simulation_id,full_transcript,reason,steps
Demo sym - Prescription Request__BEG - Screen Navigation,"SYM: Hello and welcome to our ABC BackOffice tool training. Here, we will learn how to create a prescription request for a client. All the data that you will enter in this simulation is sample data. This is a practice sym, once you get on a live call, the data will be based on the interactions with the caller.
SYM: You will first enter the customer’s contact reason in the highlighted fields.
SYM: Now, you'll write the customer's full name by clicking on the First Name and Last Name fields on the page.
SYM: After entering the customer's full name, click on search.
SYM: You will now validate the customer's date of birth for security verification purposes.
SYM: You will now search for the name of the medication the customer is looking to get a prescription for. Use the sample data as advised.
SYM: Once you've found the medication details in the system, you'll confirm with the customer if they have ever been prescribed this medication when you take a live call.
SYM: Subsequently, you'll write down the dosage and quantity of the medication requested by the customer on a live call.
SYM: Write in the customer's complete address with the zip code in the required fields.
SYM: For the delivery process, you'll check the options available in the Delivery dropdown and choose accordingly.
SYM: Finally, enter the primary healthcare provider's name and phone number.
SYM: Once you have entered all the details, you'll click on Save to record the information and the task will be completed and assigned.
SYM: Good job! You have now completed training on ""How to create a prescription request for a customer"". Click on the screen to finish and wait for your trainer to give you further instructions.
SYM: This concludes your simulation.",The customer is undergoing training to learn how to create a prescription request for a client using the ABC BackOffice tool.,"[""Enter the customer's contact reason in the highlighted fields."", ""Write the customer's full name by clicking on the First Name and Last Name fields."", ""Click on search after entering the customer's full name."", ""Validate the customer's date of birth for security verification."", 'Search for the name of the medication the customer is looking to get a prescription for.', 'Confirm with the customer if they have ever been prescribed this medication on a live call.', 'Write down the dosage and quantity of the medication requested by the customer.', ""Enter the customer's complete address with the zip code."", 'Check the options in the Delivery dropdown and choose accordingly.', ""Enter the primary healthcare provider's name and phone number."", 'Click on Save to record the information and complete the task.']"
Dick_s Sporting Goods - Kayak Pick up,"SYM: You are about to begin a simulation  Please click *** ****** Sporting Goods logo to begin  
SYM: ****** Sporting Goods customer service  For order status press 1 to place an order press 2  
TRAINEE:  Thank you for calling Dick's Sporting Goods Customer Service, how can I help you today?
SYM: Hi, I'm calling because I'm trying to buy this kayak online and I want to go pick it up, but your website won't let me  
TRAINEE:  I apologize for your difficulty, let me go on our website and walk through it with you, I'm sure we can take care of it.
SYM: Thanks the weather looks good for tomorrow, so I want to grab this and go  
TRAINEE:  Don't worry, we'll get you out on that water.  Let's start fresh, can you go to dickssportinggoods.com?
SYM: I'm there  
TRAINEE:  Do you see the words ""Shop Departments"" on the top left?
SYM: Got it  
TRAINEE:  Now click outdoor and then select Kayaks.
SYM: Got it  
SYM: OK, I see the one I want  
TRAINEE:  Good, which one is it?
SYM: The Pelican Mustang 100 X  
TRAINEE:  That is a great choice.  If you look right above the Add to Cart button you will see where you select pickup in store.
SYM: This is where the problem was  When I try to add it, I get a red warning about product options, but I don't see any options to choose from  
TRAINEE: Now I understand, in this case the options for the Mustang 100X are the colors, did you select a color?
SYM: I can't believe I missed that  
TRAINEE:  Let's make sure the color you want is available where you want it.  Please go ahead and click on the Pick Up option, the site should prompt you for your zip code.
SYM: One SEK, well, I type it in  
TRAINEE:  Now just select a store that's close to you and hit the ""X"" in the top right corner.
SYM: OK, I did  
TRAINEE:  Now click Add to Cart.
SYM: Now I see some accessories, but I have all that  
TRAINEE:  Then all you need to do is click ""View Cart"" and you should see your order with your store of choice listed for pickup.
SYM: I do thanks, I'm all good now  
TRAINEE:  Is there anything else I can help you with?
SYM: No thanks, I'm all set  
TRAINEE:  Then I hope you have a great time on the water, and thanks for calling Dick's Sporting Goods.
SYM: This completes the simulation  ",The customer called because the website would not allow them to select in-store pickup for a kayak purchase due to a missing color selection.,"['Navigate to the kayak product page on the website.', 'Select the desired color option for the kayak.', 'Choose in-store pickup and enter the zip code to select a store.', 'Add the item to the cart and proceed to checkout.']"
FINANCIAL _ B1 Zelle Payment issue - extreme SHORTENED,"SYM: [Mario wants to know why a Zelle payment is not showing up in his account]
TRAINEE: Thank you for calling. How can I help you?
SYM: Yeah, what's going on here? My buddy just sent me some money through Zelle but it never made it into my account. I saw him do it. But the money's not in my account. You guys either lost it or stole it. I need you to find it and put it in my account NOW. 
TRAINEE: I'd be happy to assist you. What is the account the money is going into?
SYM: [snarky] Why, so you can steal even more? I had to enter it just to get connected to you. Why do I have to give it again? 
TRAINEE: We have to ask for security reasons.
SYM: [exasperated] OK it's 2 2 2 2    2 2 2 2    2 2
TRAINEE: Thank you. I'm checking now to see if the transfer is pending.
SYM: What do you mean PENDING? This is supposed to be INSTANT. Just put the money into my account.  NOW.
TRAINEE: One moment please. 
SYM: [sighing loudly]
TRAINEE: So, the reason the funds haven’t processed yet is that your e-mail address is not registered.
SYM: No way. I DID give my email. I set this up a few days ago, I know I did. Go register it NOW and put my money in the account NOW.
TRAINEE: I’m sorry about it, but for security reasons I can’t do it for you. But if you login, I can walk you through the one click process.
SYM: Are you kidding me? Fine. But this better be the LAST TIME I register my email. You guys are idiots. 
TRAINEE: I understand your frustration. Now, see the box that says ACTIVATE EMAIL on your home screen? Click on that please.
SYM: Alright, fine. 
TRAINEE: Thank you, that took care of it. You should see the funds  now.
SYM: This completes your simulation.",The customer called because a Zelle payment from a friend did not appear in his account despite being sent.,"['Verify the account details and check for pending transfers.', 'Guide the customer to register or activate their email address in the Zelle system to process the payment.']"
H21 Health insurance coverage question – (Real human voice),"SYM: In this simulation, you will help a customer identify whether a procedure is covered by their health insurance.
SYM: STEP 1 - Opening.
SYM: [Phone rings]
TRAINEE: Thank you for calling ABC Health Insurance. My name is [YOUR NAME]. How may I assist you today?
SYM: Hi, my name is Ash. I wanted to inquire if a specific medical procedure is covered by my health insurance.
TRAINEE: Of course, Ash. I'm here to help. May I have your first and last name?
SYM: Ash Harris.
TRAINEE: I appreciate it. Can you please provide me with your policy number so that I can access your account?
SYM: Sure, my policy number is A B C 1 2 3 4 5 6.
SYM: STEP 2 - Gather Information.
TRAINEE: Thank you, Ash. Let me pull up your policy information. While I do that, could you please provide me with the details of the medical procedure you're inquiring about?
SYM: I'm considering getting a knee surgery called arthroscopic meniscectomy. I wanted to know if it's covered under my policy.
TRAINEE: I understand. Let me check the specifics of your coverage. Just give me a moment, please.
TRAINEE: Thank you for waiting, Ash. I have reviewed your policy, and I can confirm that arthroscopic meniscectomy is covered under your health insurance plan. However, it's important to note that coverage can vary based on factors such as medical necessity, network providers, and any applicable deductibles or co-payments.
SYM: That's great to hear! Could you please provide me with some additional information? For instance, do I need a referral from my primary care physician before scheduling the surgery?
TRAINEE: That's an excellent question, Ash. According to your policy, you do not require a referral from your primary care physician for this specific procedure. However, it's always a good idea to consult with your doctor or surgeon to ensure that the surgery is appropriate for your specific medical condition.
SYM: I see. Thank you for clarifying that. Now, I'm also curious about the coverage limits and any out-of-pocket expenses I may incur.
TRAINEE: Certainly, Ash. Let me go over that with you. Your policy has a coverage limit for surgical procedures, and I can see that it includes coverage for this specific surgery. As for out-of-pocket expenses, it's important to review your policy documents or contact our claims department to determine any deductibles, co-payments, or coinsurance that may apply.
SYM: I'll make sure to review my policy documents. Lastly, could you provide me with a list of in-network surgeons or facilities that perform this procedure?
TRAINEE: Absolutely, Ash. I can assist you with that. Please bear with me while I access the network provider information.
SYM: No worries.
TRAINEE: Thank you for your patience, Ash. I have compiled a list of in-network surgeons and facilities that perform arthroscopic meniscectomy in your area. I will email you the list to the email address we have on file. Additionally, you can also visit our website or contact our customer service line to obtain this information.
SYM: That's perfect. Thank you so much for your help. You've been very informative.
SYM: STEP 3 - Closing.
TRAINEE: You're welcome. Can you confirm your email address for me?
SYM: That would be Ash@email.com
TRAINEE: Thank you, Ash. I'm glad I could assist you. If you have any further questions or need any additional information, please don't hesitate to reach out to us. We're here to help you make the most of your health insurance coverage.
SYM: I appreciate that. Thanks again for your assistance.
TRAINEE: It's my pleasure, Ash. Take care, and have a great day!
SYM: This concludes your simulation.",The customer called to inquire if arthroscopic meniscectomy knee surgery is covered by their health insurance.,"[""Verify the customer's policy details and coverage for the procedure."", 'Provide information on referral requirements, coverage limits, out-of-pocket expenses, and in-network surgeons or facilities.']"
H21 Health insurance coverage question – (Real human voice) (1),"SYM: In this simulation, you will help a customer identify whether a procedure is covered by their health insurance.
SYM: STEP 1 - Opening.
SYM: [Phone rings]
TRAINEE: Thank you for calling ABC Health Insurance. My name is [YOUR NAME]. How may I assist you today?
SYM: Hi, my name is Ash. I wanted to inquire if a specific medical procedure is covered by my health insurance.
TRAINEE: Of course, Ash. I'm here to help. May I have your first and last name?
SYM: Ash Harris.
TRAINEE: I appreciate it. Can you please provide me with your policy number so that I can access your account?
SYM: Sure, my policy number is A B C 1 2 3 4 5 6.
SYM: STEP 2 - Gather Information.
TRAINEE: Thank you, Ash. Let me pull up your policy information. While I do that, could you please provide me with the details of the medical procedure you're inquiring about?
SYM: I'm considering getting a knee surgery called arthroscopic meniscectomy. I wanted to know if it's covered under my policy.
TRAINEE: I understand. Let me check the specifics of your coverage. Just give me a moment, please.
TRAINEE: Thank you for waiting, Ash. I have reviewed your policy, and I can confirm that arthroscopic meniscectomy is covered under your health insurance plan. However, it's important to note that coverage can vary based on factors such as medical necessity, network providers, and any applicable deductibles or co-payments.
SYM: That's great to hear! Could you please provide me with some additional information? For instance, do I need a referral from my primary care physician before scheduling the surgery?
TRAINEE: That's an excellent question, Ash. According to your policy, you do not require a referral from your primary care physician for this specific procedure. However, it's always a good idea to consult with your doctor or surgeon to ensure that the surgery is appropriate for your specific medical condition.
SYM: I see. Thank you for clarifying that. Now, I'm also curious about the coverage limits and any out-of-pocket expenses I may incur.
TRAINEE: Certainly, Ash. Let me go over that with you. Your policy has a coverage limit for surgical procedures, and I can see that it includes coverage for this specific surgery. As for out-of-pocket expenses, it's important to review your policy documents or contact our claims department to determine any deductibles, co-payments, or coinsurance that may apply.
SYM: I'll make sure to review my policy documents. Lastly, could you provide me with a list of in-network surgeons or facilities that perform this procedure?
TRAINEE: Absolutely, Ash. I can assist you with that. Please bear with me while I access the network provider information.
SYM: No worries.
TRAINEE: Thank you for your patience, Ash. I have compiled a list of in-network surgeons and facilities that perform arthroscopic meniscectomy in your area. I will email you the list to the email address we have on file. Additionally, you can also visit our website or contact our customer service line to obtain this information.
SYM: That's perfect. Thank you so much for your help. You've been very informative.
SYM: STEP 3 - Closing.
TRAINEE: You're welcome. Can you confirm your email address for me?
SYM: That would be Ash@email.com
TRAINEE: Thank you, Ash. I'm glad I could assist you. If you have any further questions or need any additional information, please don't hesitate to reach out to us. We're here to help you make the most of your health insurance coverage.
SYM: I appreciate that. Thanks again for your assistance.
TRAINEE: It's my pleasure, Ash. Take care, and have a great day!
SYM: This concludes your simulation.",The customer called to inquire if arthroscopic meniscectomy knee surgery is covered by their health insurance policy.,"[""Verify the customer's policy details and coverage for the specific procedure."", 'Provide information on referral requirements, coverage limits, out-of-pocket expenses, and in-network surgeons or facilities.']"
H21 Health insurance coverage question – Step 1 (Opening),"SYM: In this simulation, you will learn how to open a call, when the customer has called in to identify whether a procedure is covered by their health insurance.
SYM: STEP 1 - Opening.
SYM: [Phone rings]
TRAINEE: Thank you for calling ABC Health Insurance. My name is [YOUR NAME]. How may I assist you today?
SYM: Hi, my name is Ash. I wanted to inquire if a specific medical procedure is covered by my health insurance.
TRAINEE: Of course, Ash. I'm here to help. May I have your first and last name?
SYM: Ash Harris.
TRAINEE: I appreciate it. Can you please provide me with your policy number so that I can access your account?
SYM: Sure, my policy number is A B C 1 2 3 4 5 6.
SYM: This concludes your simulation.",The customer called to inquire if a specific medical procedure is covered by their health insurance.,"[""Ask for the customer's first and last name to verify identity."", 'Request the policy number to access the account and check coverage details.']"
H21 Health insurance coverage question – Step 2 (Gather Information),"SYM: You have already opened the call and verified customer details. In this simulation, you will gather information and resolve the customer's concern.
SYM: STEP 2 - Gather Information.
TRAINEE: Thank you, Ash. Let me pull up your policy information. While I do that, could you please provide me with the details of the medical procedure you're inquiring about?
SYM: I'm considering getting a knee surgery called arthroscopic meniscectomy. I wanted to know if it's covered under my policy.
TRAINEE: I understand. Let me check the specifics of your coverage. Just give me a moment, please.
TRAINEE: Thank you for waiting, Ash. I have reviewed your policy, and I can confirm that arthroscopic meniscectomy is covered under your health insurance plan. However, it's important to note that coverage can vary based on factors such as medical necessity, network providers, and any applicable deductibles or co-payments.
SYM: That's great to hear! Could you please provide me with some additional information? For instance, do I need a referral from my primary care physician before scheduling the surgery?
TRAINEE: That's an excellent question, Ash. According to your policy, you do not require a referral from your primary care physician for this specific procedure. However, it's always a good idea to consult with your doctor or surgeon to ensure that the surgery is appropriate for your specific medical condition.
SYM: I see. Thank you for clarifying that. Now, I'm also curious about the coverage limits and any out-of-pocket expenses I may incur.
TRAINEE: Certainly, Ash. Let me go over that with you. Your policy has a coverage limit for surgical procedures, and I can see that it includes coverage for this specific surgery. As for out-of-pocket expenses, it's important to review your policy documents or contact our claims department to determine any deductibles, co-payments, or coinsurance that may apply.
SYM: I'll make sure to review my policy documents. Lastly, could you provide me with a list of in-network surgeons or facilities that perform this procedure?
TRAINEE: Absolutely, Ash. I can assist you with that. Please bear with me while I access the network provider information.
SYM: No worries.
TRAINEE: Thank you for your patience, Ash. I have compiled a list of in-network surgeons and facilities that perform arthroscopic meniscectomy in your area. I will email you the list to the email address we have on file. Additionally, you can also visit our website or contact our customer service line to obtain this information.
SYM: That's perfect. Thank you so much for your help. You've been very informative.
SYM: This concludes your simulation.",The customer is inquiring about coverage for arthroscopic meniscectomy knee surgery under their health insurance policy.,"['Confirm coverage for the procedure under the policy.', 'Provide information on referral requirements, coverage limits, out-of-pocket expenses, and in-network surgeons or facilities.']"
Health Insurance (advanced) Adjust existing payment plan _ Part 1 of 2 Discover need and propose solution,"TRAINEE: [Greet member and offer assistance] 
SYM: Hi, I’m getting an overdue notice on my account. I have a payment plan set up, and I’ve been making my payments regularly and on time. Can you please help me figure out what's going on?
TRAINEE: [Assure them you are happy to assist, reflect what you heard their needs are, and request permission to ask a few questions.]
SYM: Sure. It’s just really upsetting when I’m very careful about paying my bills on time to get something indicating that I haven’t.
TRAINEE:  [first and last name]
SYM: Pat Harris.
TRAINEE: [date of birth]
SYM: 5/31/1984
TRAINEE: Thank you.
SYM: Click on 'Submit'.
SYM: Click on ‘Add task' option.
SYM: Select the 'service billing' option.
SYM: Click on 'Add Task' option in the lower right corner.
TRAINEE: [ Guarantor Account number]
SYM: 8 4 2 1 2 6 3 0 1
TRAINEE: Thank you.
SYM: Select 'Ok' in the Next Best Action.
TRAINEE: [Remaining balance on existing payment plan. When billed and when due. New charges and most recent notice.]
SYM: Oh! So that explains why I got an overdue notice. I thought these new charges would automatically be rolled into my payment plan. I'm glad you explained it. I've been so stressed out.
TRAINEE: [they can add new charges into existing plan and re-establish payment plan, either with you or on the website.]
SYM: It would be great if you could do that for me now.
SYM: This ends your simulation.","The customer received an overdue notice despite making regular payments on an existing payment plan, due to new charges not being automatically included.","[""Verify the customer's identity and account details."", 'Check the remaining balance, billing dates, and new charges on the account.', 'Explain that new charges are not automatically added to the existing payment plan.', 'Offer to add the new charges into the existing plan and re-establish it.']"
Learning Style Assessment Simulation_NAV,"SYM: In this simulation we will determine the learning style of each person.
SYM: This is a screen navigational simulation. Follow the instructions provided throughout the simulation and complete the sym.
SYM: This is the Hotspot. You would need to click on it to type in the answer or you would need to click on it to move to the next step. After typing in the details, you would need to click the 'enter' key to move forward.
SYM: Concentrate on each slide detail to WIN the quiz at the end.
SYM: There are several types of learning, categorized based on theories, approaches, and settings. Here’s an overview
SYM: Visual learners understand best through pictures, charts, and diagrams. They prefer shapes and patterns over words or speech. Teachers can help by using tools like graphic organizers to explain ideas clearly.
SYM: Auditory learners learn best by hearing and speaking. They enjoy lectures, group discussions, and talking through ideas. They often figure things out by speaking first, rather than planning what to say.
SYM: Reading & writing learners understand best through words. They enjoy reading and do well with written tasks like stories or reports. They prefer learning through text, such as reading books or writing notes. Teachers can help by asking them to explain diagrams or charts in writing, which they can review later to remember the information.
SYM: Kinesthetic learners learn best by doing. They like hands-on activities, real-life examples, and practicing skills through physical actions. Teachers can help by giving them practical tasks, like recreating experiments or working through examples to understand new ideas.
SYM: Now let’s determine your learning style through a quick evaluation.
SYM: Tip: [Now you’ve to speak the correct option showing on the screen based on your preferences and click “Next” to proceed.]
SYM: What was the arrow color in the previous slide?
SYM: What was the mistake in the previous slide’s sentence?
SYM: Let's start!!! I need to find the way to a shop that a friend has recommended. I would
TRAINEE: Options: A, B, C, D
SYM: A website has a video showing how to make a special graph or chart. A person is speaking, some lists and words describing what to do, and some diagrams. I would learn most from
TRAINEE: Options: A, B, C, D
SYM: I want to find out more about a tour that I am going on. I would:
TRAINEE: Options: A, B, C, D
SYM: When choosing a career or area of study, these are important for me:
TRAINEE: Options: A, B, C, D
SYM: When I am learning I
TRAINEE: Options: A, B, C, D
SYM: You learning like a pro!!! I want to learn how to play a new board game or card game. I would:
TRAINEE: Options: A, B, C, D
SYM: I want to learn to do something new on a computer. I would:
TRAINEE: Options: A, B, C, D
SYM: I have finished a competition or test and would like feedback:
TRAINEE: Options: A, B, C, D
SYM: I want to learn how to take better photos. I would:
TRAINEE: Options: A, B, C, D
SYM: When learning from the Internet I like:
TRAINEE: Options: A, B, C, D
SYM: Now select which category you think suits you best!
SYM: Write down in the text box given.
SYM: Click on ‘FINISH’.
SYM: Congratulations!!! Nows've completed the assessment. Your trainer will tell you the result.
SYM: This concludes your simulation.",The customer is participating in a learning style assessment simulation to determine their preferred learning method.,"['Follow the on-screen instructions to answer each question based on personal preferences.', ""Click 'Next' after each response to proceed through the simulation."", 'Select the learning style category that best fits your answers and enter it in the text box.', ""Click 'FINISH' to complete the assessment and await results from the trainer.""]"
Misc),"SYM: [Phone rings]
TRAINEE: Thank you for calling Zinus, this is (Agent's Name), may I have your name and email address, please?
SYM: Hi. My name is Alexis and email is cloudchaser252@gmail.com.
TRAINEE: Thank you, Alex! How can I help you today?
SYM: We just ordered a bed and a mattress. It was actually delivered last week. Mattress was fine, there's just something about the bed frame. We're kind of not - liking the color. I think we still have the return period so we would like to take advantage of it and we will buy something else.
TRAINEE: We're sorry to hear the bed frame did not work out for you. We can take a look at your options and discuss the return process. May I have your order number, please?
SYM: Yes it's 3-3-0-0-3-0.
TRAINEE: Thank you! Please bear with me while I validate your order.
TRAINEE: I see an order placed January 9, 2024 for a bed frame and a mattress. To confirm the item that needs to be returned, that would be Olivia Metal and Wood Platform Bed Frame in Full size, correct?
SYM: Yes. That is correct.
TRAINEE: Looking at the tracking details, it shows it was delivered January 13, 2024. I can confirm that you are still within the 30 days of your return period, Alex.
TRAINEE: To initiate the return, the bed frame needs to be returned back to us. Ensure that the item will be returned in its original packaging - complete with all original parts including the instruction manual.
TRAINEE: We will then send you a prepaid return label and provide instructions for arranging a FedEx pickup.
TRAINEE: After we receive the returned item, a refund will be generated back to the original form of payment within 2-3 business days. We will email you all these details right after this call.
TRAINEE: I hope I was able to explain the process of the return. Is there anything else I can help you with at the moment, Alex?
SYM: Nope. Sounds good. I will wait for your email.
TRAINEE: Awesome! If you have any questions, feel free to respond to the email anytime. And thank you for calling Zinus, we hope you have a wonderful day!
SYM: Thanks! You too!
SYM: This concludes your simulation.",The customer wants to return a bed frame due to dissatisfaction with its color and is within the return period.,"['Initiate the return process for the Olivia Metal and Wood Platform Bed Frame in Full size.', 'Ensure the item is returned in its original packaging with all parts and the manual.', 'Send a prepaid return label and arrange FedEx pickup.', 'Process the refund to the original payment method within 2-3 business days after receiving the returned item.']"
OSA - Parity,"TRAINEE: Thank you for calling Northwestern Mutual, Underwriting Case Management, this is ________. How may I help you?
SYM: Hi! This is Norm Weston calling from John Barrett's office. This case for Marty Juana has taken forever, what is the underwriter waiting on?
TRAINEE: Hi Norm, may I start with a policy number to get started?
SYM: This case for Marty Juana has taken forever, what is the underwriter waiting on? The policy number is T195129.
TRAINEE: Thank you, Norm, I do have Marty's case pulled up here. You would like to talk about what will move this case to approval, is that correct?
SYM: Yes, that is what I'm looking for.
TRAINEE: Please give me a moment so I can review the details of the case and see what we can do to get this moving.
SYM: Sounds good!
TRAINEE: Thank you so much, I am all up to speed on this case. It looks like we are awaiting records from Dr. Smith's office and that a special authorization was sent to your office by the APS vendor to be reviewed. Do you have a copy of that completed form?
SYM: No, I thought you sent it to the client and not just to me.
TRAINEE: Thank you, Norm. Let me take a moment to review the notes from our APS vendor to determine where the document was sent.
SYM: Please do, I hope you sent it to the client.
TRAINEE: It doesn't appear that this was sent directly to the client, instead it was sent to your office to facilitate that request. I can have that resent to you right away.
SYM: Ok, that is fine. Do you really need these records though? It's been a long time.
TRAINEE: It does look from the notes that the underwriter does require these notes in order to reach the final decision, however, I will put in a note requesting for a risk review and the underwriter will reach out with that information. In the meantime, I'll get the form over to you to reduce any further delay.
SYM: That sounds fair. Thank you.
TRAINEE: Of course. Is there anything else I can assist you with?
SYM: No, that was all.
TRAINEE: Awesome, well thank you so much for putting your trust in Northwestern Mutual. Have a great rest of your day.
SYM: Thank you, you as well!",The customer is calling to inquire about the delay in underwriting approval for Marty Juana's case and what is needed to move it forward.,"[""Review the case details to identify pending requirements, such as records from Dr. Smith's office and a special authorization form."", ""Resend the special authorization form to the customer's office to facilitate completion and reduce delays."", 'Request a risk review from the underwriter to expedite the decision-making process.']"
OSA - Parity 2.0,"TRAINEE: Thank you for calling Northwestern Mutual, Underwriting Case Management, this is ________. How may I help you?
SYM: Hi! This is Norm Weston calling from John Barrett's office. This case for Marty Juana has taken forever, what is the underwriter waiting on?
TRAINEE: Hi Norm, may I start with a policy number to get started?
SYM: This case for Marty Juana has taken forever, what is the underwriter waiting on? The policy number is T195129.
TRAINEE: Thank you, Norm. Give me one moment to pull up the case.
TRAINEE: Thank you, Norm, I do have Marty's case pulled up here. You would like to talk about what will move this case to approval, is that correct?
SYM: Yes, that is what I'm looking for.
TRAINEE: Please give me a moment so I can review the details of the case and see what we can do to get this moving.
SYM: Sounds good!
TRAINEE: Thank you so much, I am all up to speed on this case. It looks like we are awaiting records from Dr. Smith's office and that a special authorization was sent to your office by the APS vendor to be reviewed. Do you have a copy of that completed form?
SYM: No, I thought you sent it to the client and not just to me.
TRAINEE: Thank you, Norm. Let me take a moment to review the notes from our APS vendor to determine where the document was sent.
SYM: Please do, I hope you sent it to the client.
TRAINEE: It doesn't appear that this was sent directly to the client, instead it was sent to your office to facilitate that request. I can have that resent to you right away.
SYM: Ok, that is fine. Do you really need these records though? It's been a long time.
TRAINEE: It does look from the notes that the underwriter does require these notes in order to reach the final decision, however, I will put in a note requesting for a risk review and the underwriter will reach out with that information. In the meantime, I'll get the form over to you to reduce any further delay.
SYM: That sounds fair. Thank you.
TRAINEE: Of course. Is there anything else I can assist you with?
SYM: No, that was all.
TRAINEE: Awesome, well thank you so much for putting your trust in Northwestern Mutual. Have a great rest of your day.
SYM: Thank you, you as well!",The customer is calling to inquire about the delay in approving Marty Juana's case and what the underwriter is waiting for.,"['Request the policy number to locate the case.', 'Review the case details to identify pending requirements.', 'Check the status of the special authorization form and confirm its recipient.', ""Resend the authorization form to the customer's office if needed."", 'Place a note for a risk review and inform the underwriter to expedite the decision.']"
Raising a Commitment,"SYM: Click on the arrow at the side of Interaction Record and click on Internal Commitment
SYM: This will open a new style screen. First match the description to the one that shows on the commitment’s matrix. This can be copied and pasted. In this case we will put Priority Services Register.
SYM: Select Internal Contact from the Channel/Direction drop down
SYM: Select Billing Enquiry from the Type of Contact drop down. The status should remain Open.
SYM: The Categorisation needs to be the same as what is advised on Agent Assist for the commitment type you are raising. In this example we are choosing Move In.
SYM: Choose Process Move In
SYM: Choose Move in completed DD set up
SYM: Click on the calendar icon next to received date
SYM: This need to be the date you are raising the commitment. In this case the 9th July.
SYM: If the Responsible group field has not auto populated click on the two boxes.
SYM: Type in the code csc_tsp in the Search term field.
SYM: Click Search
SYM: Double click on the relevant line.
SYM: Click into two squares on Interaction Centre Agent field
SYM: Add your last name (agent) into the Last name field - in this case 'Hall'
SYM: Add your first name (agent) into the First name field - in this case 'Dawn'
SYM: Click Search and double click on your own CPT - in this case CPT-HAD
SYM: Under Notes in the box that say’s ‘write note…’ please add a brief note of the conversation and what you have advised the customer.
SYM: Once notes are added click Create Internal Commitment.
SYM: You are now on the Internal Commitment page. This page is where you select the team the commitment goes too and the instructions that are needed.
SYM: Leave the Employee Responsible field blank and click on the 2 boxes at the side of Responsible group
SYM: In the Search term box type in the relevant code from the Commitments matrix in this case cbs_dasp
SYM: Click Search
SYM: Double click on the relevant team you are sending the commitment to.
SYM: You can now see the Responsible group field is populated. Now scroll down the page.
SYM: In the General Data section, ensure the description and categories are the same as on the commitments matrix.
SYM: For this example, choose Category 1 as Social Plan.
SYM: For this example, choose DWP instruction.
SYM: Click the clock / calendar icon at the side of Commitment Date
SYM: Select the correct amount of days / hours the commitment needs to be worked by – in this case 2 working days.
SYM: In the 'Write note...' section add the instructions you want carrying out in the commitment. When putting notes on the internal commitment. Please use the commitment matrix for the notes. This helps to give clear request on what action needs to be updated.",The customer is calling to raise an internal commitment for a billing enquiry related to a move-in process.,"['Open the Interaction Record and select Internal Commitment', ""Match the description to the commitment's matrix and set Priority Services Register"", 'Select Internal Contact from Channel/Direction and Billing Enquiry from Type of Contact', 'Set categorisation to Move In and choose Process Move In and Move in completed DD set up', 'Set the received date to the current date (e.g., 9th July)', 'Search and select the responsible group using code csc_tsp', 'Enter agent details (last name Hall, first name Dawn) and select CPT-HAD', 'Add a brief note of the conversation and what was advised to the customer', 'Click Create Internal Commitment to proceed to the Internal Commitment page', 'Leave Employee Responsible blank and search for the responsible group using code cbs_dasp', 'Select the relevant team to populate the Responsible group field', 'Ensure description and categories match the commitments matrix, setting Category 1 as Social Plan and DWP instruction', 'Set the commitment date with the required timeframe (e.g., 2 working days)', ""Add instructions in the 'Write note...' section using the commitment matrix for clarity""]"
Sales U - Closing Conclusion,"SYM: It’s closing time for this module.
SYM: So, let’s recap all your learnings, move it to the phones.
SYM: I hope you have learned something new.
SYM: Throughout the call, you work hard to gain trust, establish credibility, discover needs, and utilize that information to find the right product for that caller’s needs.
SYM: However, you can’t get the sale if you don’t ask! That’s the importance of closing.
SYM: We should be asking for the sale immediately after providing the price.
SYM: This is why a best practice during the discover process is to ask the budget question last, because it is a natural transition to price.
SYM: By asking the budget question last, you are in a better position to successfully close because you have all your information you need to know to offer the right product based on the customers needs.
SYM: There are multiple closing techniques you can use.
SYM: Find the one that works best for your personality and call style.
SYM: You don’t have to use the same one every time, don’t be afraid to step outside your comfort zone and try something new!
SYM: Hearing no can and will happen to everyone in a sales role.
SYM: There is not a closing technique that guarantees everyone will say yes.
SYM: Remember to catch it, catch it, change it when it comes to hearing no on calls.
SYM: You will hear more no’s than yes’s and that’s okay.
SYM: So don’t be afraid to go for no - that means you at least asked for the sale!
SYM: It’s officially closing time, open all the queues and let you out into those calls!","The transcript is a training module recap on sales closing techniques, not a customer call.","['Step 1: Recognize that this is training material, not a customer issue.', 'Step 2: No action needed as there is no customer problem to resolve.']"
